Taxon	Row	original_taxon	Vernacular	Family	Order	SQS	Conservation status	Current conservation status	Designation summary	Larval feeding guild	Adult feeding guild	Broad biotope	Habitat	Resources	Specific assemblage type	Habitat score	Associations	Genus	subgenus	species	subspecies	TAXON_VERSION_KEY	RECOMMENDED_TAXON_VERSION_KEY	NAME_STATUS	MATCHED_ON
Bembidion nigropiceum	6976	Bembidion nigropiceum		Carabidae	Coleoptera	8	NR; NT	Nationally Rare; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	coastal	sandy beach	saline silt	M211			Bembidion		nigropiceum		NBNSYS0000007213	NBNSYS0000007213	R	Taxon
Bembidion normannum	6977	Bembidion normannum		Carabidae	Coleoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	coastal	saltmarsh	tidal litter	M311	Wadensee Saltmarsh fidelity index: hal-1		Bembidion		normannum		NBNSYS0000007251	NBNSYS0000007251	R	Taxon
Bembidion obliquum	6978	Bembidion obliquum		Carabidae	Coleoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	marshland	drawdown zone: mud/shallow litter				Bembidion		obliquum		NBNSYS0000007219	NBNSYS0000007219	R	Taxon
Bembidion obtusum	6979	Bembidion obtusum		Carabidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	open habitats						Bembidion		obtusum		NBNSYS0000007257	NBNSYS0000007257	R	Taxon
Bembidion octomaculatum	6980	Bembidion octomaculatum		Carabidae	Coleoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	marshland	drawdown zone: mud/shallow litter				Bembidion		octomaculatum		NBNSYS0000007256	NBNSYS0000007256	R	Taxon
Bembidion pallidipenne	6981	Bembidion pallidipenne		Carabidae	Coleoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	coastal	brackish pools & ditches; saltmarsh; sandy beach	pond/seepage edge, saline silt		seepage (soft rock cliff): C		Bembidion		pallidipenne		NBNSYS0000007216	NBNSYS0000007216	R	Taxon
Bembidion prasinum	6982	Bembidion prasinum		Carabidae	Coleoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian shingle	W111	ERS (Coleoptera): 1		Bembidion		prasinum		NBNSYS0000007223	NBNSYS0000007223	R	Taxon
Bembidion properans	6983	Bembidion properans		Carabidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	open habitats	short sward & bare ground	habitats >> litter & ground layer, soil humidity >> dry				Bembidion		properans		NBNSYS0000007212	NBNSYS0000007212	R	Taxon
Bembidion punctulatum	6984	Bembidion punctulatum		Carabidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian shingle		ERS (Coleoptera): 1		Bembidion		punctulatum		NBNSYS0000007214	NBNSYS0000007214	R	Taxon
Bembidion quadrimaculatum	6985	Bembidion quadrimaculatum		Carabidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	open habitats	short sward & bare ground	habitats >> litter & ground layer, soil humidity >> dry				Bembidion		quadrimaculatum		NBNSYS0000007243	NBNSYS0000007243	R	Taxon
Bembidion quadripustulatum	6986	Bembidion quadripustulatum	Scarce Four-dot Pin-palp	Carabidae	Coleoptera	4	NS; Sect.41	LC; Nationally Scarce; S41. Priority Species	GB Rarity listing (1); IUCN Threat listing (1); Legal listing (1)	predator	predator	wetland	marshland	drawdown zone: mud/shallow litter		ERS (Coleoptera): 2	Arthropoda	Bembidion		quadripustulatum		NBNSYS0000007244	NBNSYS0000007244	R	Taxon
Bembidion saxatile	6987	Bembidion saxatile		Carabidae	Coleoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian sand, seepages >> shaded seepage, seepages >> unshaded seepage, seepages >> woodland seepage	W122	ERS (Coleoptera): 2, seepage (soft rock cliff): A, soft rock cliff: 2, Wadensee Saltmarsh fidelity index: hal-2		Bembidion		saxatile		NBNSYS0000007237	NBNSYS0000007237	R	Taxon
Bembidion schueppelii	6988	Bembidion schueppelii		Carabidae	Coleoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian sand	W122	ERS (Coleoptera): 1		Bembidion		schueppelii		NHMSYS0020919954	NHMSYS0020919954	R	Taxon
Bembidion semipunctatum	6989	Bembidion semipunctatum		Carabidae	Coleoptera	8	NR	LC; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian sand	W122	ERS (Coleoptera): 1		Bembidion		semipunctatum		NBNSYS0000007220	NBNSYS0000007220	R	Taxon
Bembidion stephensii	6990	Bembidion stephensii		Carabidae	Coleoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian sand, seepages >> shaded seepage, seepages >> unshaded seepage, seepages >> woodland seepage	W122	seepage (soft rock cliff): B, soft rock cliff: 3		Bembidion		stephensii		NBNSYS0000142873	NBNSYS0000142873	R	Taxon
Bembidion testaceum	6991	Bembidion testaceum	Pale Pin-palp	Carabidae	Coleoptera	8	NR; Section 41 Priority Species; VU	Nationally Rare; S41. Priority Species; VU	GB Rarity listing (1); IUCN Threat listing (1); Legal listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian sand	W122	ERS (Coleoptera): 1		Bembidion		testaceum		NBNSYS0000007239	NBNSYS0000007239	R	Taxon
Bembidion tetracolum	6992	Bembidion tetracolum		Carabidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	wetland	running water				Arthropoda	Bembidion		tetracolum		NBNSYS0000007240	NBNSYS0000007240	R	Taxon
Bembidion tibiale	6993	Bembidion tibiale		Carabidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian shingle	W111	ERS (Coleoptera): 1		Bembidion		tibiale		NBNSYS0000007227	NBNSYS0000007227	R	Taxon
Bembidion varium	6994	Bembidion varium		Carabidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	drawdown zone: mud/shallow litter			Arthropoda	Bembidion		varium		NBNSYS0000007221	NBNSYS0000007221	R	Taxon
Bembidion virens	6995	Bembidion virens		Carabidae	Coleoptera	8	NR; NT	Nationally Rare; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian shingle		ERS (Coleoptera): 1		Bembidion		virens		NBNSYS0000007224	NBNSYS0000007224	R	Taxon
Bena bicolorana	5088	Bena bicolorana	Scarce Silver-lines	Nolidae	Lepidoptera	1				herbivore	nectivore	tree-associated	arboreal	canopy >> mature tree canopy, conifer or broadleaved >> broadleaved only			Betula, Quercus	Bena		bicolorana		NHMSYS0000501469	NHMSYS0000501469	R	Taxon
Beosus maritimus	2151	Beosus maritimus		Lygaeidae	Hemiptera	1				herbivore	herbivore	open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> dry	F111		Armeria	Beosus		maritimus		NBNSYS0000009961	NHMSYS0020308977	R	Taxon
Beraea maurus	6086	Beraea maurus		Beraeidae	Trichoptera	1		LC	IUCN Threat listing (1)		possible nectivore	wetland	running water		W126	coarse woody debris: c, seepage (calcareous): B, seepage (woodland): B		Beraea		maurus		NBNSYS0000008501	NBNSYS0000008501	R	Taxon
Beraea pullata	6087	Beraea pullata		Beraeidae	Trichoptera	1		LC	IUCN Threat listing (1)		possible nectivore	wetland	running water		W126	coarse woody debris: c, grazing marsh - salinity: 0, grazing marsh - status: 1		Beraea		pullata		NBNSYS0000008502	NBNSYS0000008502	R	Taxon
Beraeodes minutus	6088	Beraeodes minutus		Beraeidae	Trichoptera	1		LC	IUCN Threat listing (1)		possible nectivore	wetland	acid & sedge peats; marshland; running water	wetland vegetation		coarse woody debris: c		Beraeodes		minutus		NBNSYS0000008503	NBNSYS0000008503	R	Taxon
Beris chalybata	11795	Beris chalybata	Murky-legged Black Legionnaire	Stratiomyidae	Diptera	1		LC	IUCN Threat listing (1)			tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only			Plantae	Beris		chalybata		NBNSYS0000007795	NBNSYS0000007795	R	Taxon
Beris clavipes	2865	Beris clavipes	Scarce Orange Legionnaire	Stratiomyidae	Diptera	4		LC	IUCN Threat listing (1)	saprophagous	nectivore	wetland	acid & sedge peats; marshland	shallow freshwater pond >> aquatic: well vegetated, wet/damp peat, wetland vegetation				Beris		clavipes		NBNSYS0000007796	NBNSYS0000007796	R	Taxon
Beris fuscipes	2866	Beris fuscipes	Short-horned Black Legionnaire	Stratiomyidae	Diptera	1		LC	IUCN Threat listing (1)	saprophagous	nectivore	tree-associated; wetland	acid & sedge peats; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, shallow freshwater pond >> aquatic: well vegetated, wetland vegetation			Fagales	Beris		fuscipes		NBNSYS0000007797	NBNSYS0000007797	R	Taxon
Beris geniculata	2867	Beris geniculata	Long-horned Black Legionnaire	Stratiomyidae	Diptera	1		LC	IUCN Threat listing (1)	saprophagous	nectivore	tree-associated; wetland	acid & sedge peats; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, shallow freshwater pond, wetland vegetation			Plantae	Beris		geniculata		NBNSYS0000007798	NBNSYS0100020660	R	Taxon
Beris morrisii	9641	Beris morrisii	Yellow-legged Black Legionnaire	Stratiomyidae	Diptera	1		LC	IUCN Threat listing (1)	herbivore	saprophagous	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, humidity >> damp, shadiness >> heavy shade, woodland habitat >> woodland litter			Angelica, Petasites hybridus, Plantae	Beris		morrisii		NBNSYS0000007799	NBNSYS0000007799	R	Taxon
Beris vallata	6055	Beris vallata	Common Orange Legionnaire	Stratiomyidae	Diptera	1		LC	IUCN Threat listing (1)	saprophagous	phytosaprophagous	open habitats	tall sward & scrub	habitats >> litter & ground layer, soil humidity >> damp			Bryophyta	Beris		vallata		NBNSYS0000007800	NBNSYS0000007800	R	Taxon
Berosus affinis	7416	Berosus affinis		Hydrophilidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond >> aquatic: sparsely vegetated		grazing marsh - salinity: 0, grazing marsh - status: 2		Berosus		affinis		NBNSYS0000007738	NBNSYS0000007738	R	Taxon
Berosus fulvus	7417	Berosus fulvus		Hydrophilidae	Coleoptera	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	coastal	brackish pools & ditches; saline lagoon; saltmarsh	aquatic: sparsely vegetated		grazing marsh - salinity: 0, grazing marsh - status: 5		Berosus		fulvus		NBNSYS0000173028	NBNSYS0000173028	R	Taxon
Berosus luridus	7418	Berosus luridus		Hydrophilidae	Coleoptera	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond >> aquatic: sparsely vegetated	W211	grazing marsh - salinity: 0, grazing marsh - status: 4		Berosus		luridus		NBNSYS0000007739	NBNSYS0000007739	R	Taxon
Berosus signaticollis	7419	Berosus signaticollis		Hydrophilidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond >> aquatic: sparsely vegetated		grazing marsh - salinity: 0, grazing marsh - status: 2		Berosus		signaticollis		NBNSYS0000007740	NBNSYS0000007740	R	Taxon
Berytinus clavipes	1799	Berytinus (Berytinus) clavipes		Berytidae	Hemiptera	1				herbivore	herbivore	open habitats	short sward & bare ground		F112	calcareous grassland: Moderate		Berytinus	Berytinus	clavipes		NBNSYS0000010016	NHMSYS0020308984	R	Taxon
Berytinus crassipes	1800	Berytinus (Berytinus) crassipes		Berytidae	Hemiptera	1				herbivore	herbivore	open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> dry	F112	calcareous grassland: Low		Berytinus	Berytinus	crassipes		NBNSYS0000010017	NHMSYS0020308985	R	Taxon
Berytinus hirticornis	1801	Berytinus (Berytinus) hirticornis		Berytidae	Hemiptera	4	Nb	[Scarce]	[GB Rarity listing] (1)	herbivore	herbivore	open habitats	short sward & bare ground	habitats >> unknown, soil humidity >> dry		calcareous grassland: Moderate		Berytinus	Berytinus	hirticornis		NBNSYS0000010018	NHMSYS0020308986	R	Taxon
Berytinus minor	1802	Berytinus (Berytinus) minor		Berytidae	Hemiptera	1				herbivore	herbivore	open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> dry	F112	calcareous grassland: Low	Ononis repens	Berytinus	Berytinus	minor		NBNSYS0000010019	NHMSYS0020308987	R	Taxon
Berytinus montivagus	1803	Berytinus (Berytinus) montivagus		Berytidae	Hemiptera	1				herbivore	herbivore	open habitats	short sward & bare ground		F112			Berytinus	Berytinus	montivagus		NBNSYS0000010020	NHMSYS0020308988	R	Taxon
Berytinus signoreti	1804	Berytinus (Berytinus) signoreti		Berytidae	Hemiptera	1				herbivore	herbivore	open habitats	short sward & bare ground	habitats >> exposed sand, soil humidity >> dry, soil type >> sand	F112	calcareous grassland: Moderate		Berytinus	Berytinus	signoreti		NBNSYS0000010021	NHMSYS0020308989	R	Taxon
Bessa parallela	3149	Bessa parallela		Tachinidae	Diptera	1				parasitoid	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only, flowers (adult)			Fagales, Lepidoptera, Yponomeuta	Bessa		parallela		NBNSYS0000030187	NBNSYS0000030187	R	Taxon
Bethylus boops	12162	Bethylus boops		Bethylidae	Hymenoptera	8												Bethylus		boops		NHMSYS0000875457	NHMSYS0000875457	R	Taxon
Bethylus cephalotes	12163	Bethylus cephalotes		Bethylidae	Hymenoptera	4						open habitats	tall sward & scrub	habitats >> sward/field layer				Bethylus		cephalotes		NBNSYS0000009293	NHMSYS0000875458	R	Taxon
Bethylus dendrophilus	12164	Bethylus dendrophilus		Bethylidae	Hymenoptera	8												Bethylus		dendrophilus		NBNSYS0000009294	NHMSYS0000875459	R	Taxon
Bethylus fuscicornis	12165	Bethylus fuscicornis		Bethylidae	Hymenoptera	4						open habitats	tall sward & scrub	habitats >> sward/field layer			Tineidae	Bethylus		fuscicornis		NBNSYS0000009295	NHMSYS0000875461	R	Taxon
Betulapion simile	1026	Betulapion simile		Apionidae	Coleoptera	1				herbivore	herbivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only, inflorescence >> flowers, buds & shoots, terrestrial aspect >> pupate in foliage on ground				Betulapion		simile		NHMSYS0020151495	NHMSYS0020151495	R	Taxon
Bibio anglicus	9301	Bibio anglicus		Bibionidae	Diptera	1				herbivore	saprophagous	open habitats						Bibio		anglicus		NBNSYS0000027778	NBNSYS0000027778	R	Taxon
Bibio clavipes	2664	Bibio clavipes		Bibionidae	Diptera	1					nectivore	open habitats	tall sward & scrub	habitats >> soil & roots, soil humidity >> damp			Asteraceae	Bibio		clavipes		NBNSYS0000027779	NBNSYS0000027779	R	Taxon
Bibio ferruginatus	2665	Bibio ferruginatus		Bibionidae	Diptera	1					nectivore	open habitats	tall sward & scrub	base status >> acidic, habitats >> soil & roots, soil humidity >> damp			Asteraceae	Bibio		ferruginatus		NBNSYS0000027780	NBNSYS0000027780	R	Taxon
Bibio hortulanus	2666	Bibio hortulanus		Bibionidae	Diptera	1				herbivore	nectivore	open habitats	tall sward & scrub	habitats >> soil & roots, soil humidity >> damp			Asteraceae	Bibio		hortulanus		NBNSYS0000027781	NBNSYS0000027781	R	Taxon
Bibio johannis	2667	Bibio johannis		Bibionidae	Diptera	1				herbivore	nectivore	open habitats	tall sward & scrub	habitats >> soil & roots, soil humidity >> damp			Asteraceae	Bibio		johannis		NBNSYS0000027782	NBNSYS0000027782	R	Taxon
Bibio lanigerus	5762	Bibio lanigerus		Bibionidae	Diptera	1				herbivore	nectivore;saprophagous	open habitats	tall sward & scrub	habitats >> soil & roots, soil humidity >> damp			Asteraceae	Bibio		lanigerus		NBNSYS0000027783	NBNSYS0000027783	R	Taxon
Bibio leucopterus	2668	Bibio leucopterus		Bibionidae	Diptera	1				herbivore	nectivore	open habitats; tree-associated	shaded woodland floor; tall sward & scrub	conifer or broadleaved >> broadleaved only, habitats >> soil & roots, soil humidity >> damp, woodland habitat >> soil & roots			Fagales, Poaceae	Bibio		leucopterus		NBNSYS0000027785	NBNSYS0000027785	R	Taxon
Bibio longipes	2669	Bibio longipes		Bibionidae	Diptera	1					nectivore	open habitats; tree-associated	shaded woodland floor; tall sward & scrub	conifer or broadleaved >> broadleaved only, habitats >> soil & roots, soil humidity >> damp, woodland habitat >> soil & roots				Bibio		longipes		NHMSYS0021259211	NHMSYS0021259211	R	Taxon
Bibio marci	2670	Bibio marci	St Marks Fly	Bibionidae	Diptera	1				herbivore	nectivore	open habitats; tree-associated	shaded woodland floor; tall sward & scrub	conifer or broadleaved >> broadleaved only, habitats >> soil & roots, soil humidity >> damp, woodland habitat >> soil & roots			Asteraceae, Fagales	Bibio		marci		NBNSYS0000027786	NBNSYS0000027786	R	Taxon
Bibio nigriventris	11002	Bibio nigriventris		Bibionidae	Diptera	1				saprophagous		tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, woodland habitat			Plantae	Bibio		nigriventris		NBNSYS0000027787	NBNSYS0000027787	R	Taxon
Bibio pomonae	11003	Bibio pomonae		Bibionidae	Diptera	1						open habitats			F003			Bibio		pomonae		NBNSYS0000027788	NBNSYS0000027788	R	Taxon
Bibio reticulatus	2671	Bibio reticulatus		Bibionidae	Diptera	1					nectivore	open habitats; tree-associated	shaded woodland floor; tall sward & scrub	conifer or broadleaved >> broadleaved only, habitats >> soil & roots, soil humidity >> damp, woodland habitat >> soil & roots			Asteraceae, Fagales	Bibio		reticulatus		NBNSYS0000027789	NBNSYS0000027789	R	Taxon
Bibio varipes	11004	Bibio varipes		Bibionidae	Diptera	1				saprophagous		tree-associated	shaded woodland floor	conifer or broadleaved >> conifer only, woodland habitat >> woodland litter			Larix	Bibio		varipes		NBNSYS0000027790	NBNSYS0000027790	R	Taxon
Bibio venosus	2672	Bibio venosus		Bibionidae	Diptera	1					nectivore	open habitats; tree-associated	shaded woodland floor; tall sward & scrub	conifer or broadleaved >> broadleaved only, habitats >> soil & roots, soil humidity >> damp, woodland habitat >> soil & roots			Asteraceae, Fagales	Bibio		venosus		NBNSYS0000027792	NBNSYS0000027792	R	Taxon
Bibloplectus ambiguus	7548	Bibloplectus ambiguus		Staphylinidae	Coleoptera	1				predator	predator	wetland	acid & sedge peats	sphagnum/moss lawn, wet/damp peat		acid mire: C	Arthropoda	Bibloplectus		ambiguus		NBNSYS0000024104	NBNSYS0000024104	R	Taxon
Bibloplectus delhermi	7549	Bibloplectus delhermi		Staphylinidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)	predator	predator	wetland	acid & sedge peats	deep litter			Arthropoda	Bibloplectus		delhermi		NBNSYS0000024105	NBNSYS0000024105	R	Taxon
Bibloplectus minutissimus	7550	Bibloplectus minutissimus		Staphylinidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian shingle	W111	ERS (Coleoptera): 2	Arthropoda	Bibloplectus		minutissimus		NBNSYS0000024106	NHMSYS0001717254	R	Taxon
Bibloplectus pusillus	7551	Bibloplectus pusillus		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)	predator	predator	wetland	acid & sedge peats	deep litter, sphagnum/moss lawn	W313		Arthropoda	Bibloplectus		pusillus		NBNSYS0000024107	NBNSYS0000024107	R	Taxon
