accession	scientific_name	tax_id
PQ380086	Haemaphysalis longicornis	44386
PQ385610	Phlebotomus smirnovi	2726812
PQ385612	Phlebotomus smirnovi	2726812
PQ390636	Mesalina guttulata	80466
PQ510204	Pycnonotus sinensis	125283
PQ524196	Eucriotettix amplifemurus	3376619
PQ539600	Aedes vittatus	317808
PQ540299	Fusarium annulatum	48484
PQ568401	Strobilomyces alpinus	2029446
PQ568952	Nysius wekiuicola	2870747
PQ571314	Fungia fungites	51052
PQ571320	Lithophyllon undulatum	486206
PQ572753	Aporrectodea trapezoides	408844
PQ588178	Ochlerotatus pulcritarsis	1529939
PQ588193	Anopheles hyrcanus	138534
PQ593974	Calliphora coloradensis	1266486
PQ593983	Calliphora vicina	7373
PQ593991	Calliphora latifrons	142900
PQ593992	Calliphora irazuana	3367481
PQ625786	Chlorocillium griseum	1924274
PQ640382	Echinococcus multilocularis	6211
PQ640395	Echinococcus multilocularis	6211
PQ640401	Echinococcus multilocularis	6211
PQ640410	Echinococcus multilocularis	6211
PQ640433	Echinococcus multilocularis	6211
PQ640454	Echinococcus multilocularis	6211
PQ640459	Echinococcus multilocularis	6211
PQ640463	Echinococcus multilocularis	6211
PQ640480	Echinococcus multilocularis	6211
PQ640500	Echinococcus multilocularis	6211
PQ640504	Echinococcus multilocularis	6211
PQ640506	Echinococcus multilocularis	6211
PQ640515	Echinococcus multilocularis	6211
PQ640524	Echinococcus multilocularis	6211
PQ640525	Echinococcus multilocularis	6211
PQ640531	Echinococcus multilocularis	6211
PQ640544	Echinococcus multilocularis	6211
PQ654168	Bellardia stricta	2881607
PQ654170	Nephochaetopteryx orbitalis	3367488
PQ664929	Bellardia pandia	2795671
PQ664953	Melinda viridicyanea	170908
PQ664955	Eggisops pecchiolii	3093588
PQ665286	Pericallimyia sp.	3367493
PQ665293	Cynoglossus semilaevis	244447
PQ789898	Bulinus globosus	157967
PQ789899	Bulinus globosus	157967
PQ789905	Bulinus globosus	157967
PQ789909	Bulinus globosus	157967
PQ789916	Bulinus globosus	157967
PQ789920	Bulinus globosus	157967
PQ789926	Bulinus globosus	157967
PQ789931	Bulinus globosus	157967
PQ789935	Bulinus globosus	157967
PQ789936	Bulinus globosus	157967
PQ789938	Bulinus globosus	157967
PQ821906	Mustela putorius	9668
PQ825604	Homo sapiens	9606
PQ825633	Homo sapiens	9606
PQ825654	Homo sapiens	9606
PQ825674	Homo sapiens	9606
PQ825681	Homo sapiens	9606
PQ825683	Homo sapiens	9606
PQ825697	Homo sapiens	9606
PQ825704	Homo sapiens	9606
PQ825710	Homo sapiens	9606
PQ825715	Homo sapiens	9606
PQ825723	Homo sapiens	9606
PQ825730	Homo sapiens	9606
PQ825732	Homo sapiens	9606
PQ826484	Edentatettix leyeensis	3390774
PQ835294	Homo sapiens	9606
PQ835298	Homo sapiens	9606
PQ835320	Homo sapiens	9606
PQ835323	Homo sapiens	9606
PQ835336	Homo sapiens	9606
PQ835338	Homo sapiens	9606
PQ835341	Homo sapiens	9606
PQ835343	Homo sapiens	9606
PQ835351	Homo sapiens	9606
PQ835358	Homo sapiens	9606
PQ835375	Homo sapiens	9606
PQ835378	Homo sapiens	9606
PQ835379	Homo sapiens	9606
PQ835387	Homo sapiens	9606
PQ835392	Homo sapiens	9606
PQ846596	Opaepele loihi	98080
PQ858629	Sebastes fasciatus	394691
PQ863106	Crocidura glassi	561569
PQ873026	Scymnus facetus	2480937
PQ873033	Scymnus kopetzi	3391956
PQ873041	Scymnus lebuensis	3391958
PQ873045	Scymnus rufostriatus	3391963
PQ874686	Echinococcus granulosus	6210
PQ875200	Pleuractis moluccensis	486209
PQ878367	Leptopsylla segnis	360617
PV017303	Artemia salina	85549
PV032494	Alouatta guariba	182256
PV032496	Alouatta guariba	182256
PV059166	Polhemovelia sp.	3398014
PV059169	Perittopus borneensis	3398009
PV067308	Homo sapiens	9606
PV067335	Homo sapiens	9606
PV067336	Homo sapiens	9606
PV067339	Homo sapiens	9606
PV067368	Homo sapiens	9606
PV068097	Crotaphopeltis tornieri	186550
PV068234	Crotaphopeltis tornieri	186550
PV069719	Thunnus maccoyii	8240
PV083858	Layahima chiangi	2929829
PV137633	Cacopsylla mali	178974
PV139055	Hoplopleura acanthopus	1771386
PV139076	Hoplopleura intermedia	3400862
PV139106	Polyplax auricularis	364332
PV153465	Heteropolypus sp.	3097316
PV166808	Homo sapiens	9606
PV166832	Homo sapiens	9606
PV166878	Homo sapiens	9606
PV166891	Homo sapiens	9606
PV176426	Culex quinquefasciatus	7176
PV176431	Culex quinquefasciatus	7176
PV176447	Culex quinquefasciatus	7176
PV176449	Culex quinquefasciatus	7176
PV176470	Culex quinquefasciatus	7176
PV177037	Aedes albopictus	7160
PV177052	Aedes albopictus	7160
PV177055	Aedes albopictus	7160
PV177061	Aedes albopictus	7160
PV207571	Stictocephala bisonia	1585304
PV232310	Actinostella flosculifera	3034631
PV245951	Pseudalsophis thomasi	3147282
PV298186	Capra hircus	9925
PV339942	Epigonus pandionis	1266867
PV340061	Acrossocheilus fasciatus	356809
PV340072	Acrossocheilus fasciatus	356809
PV340076	Acrossocheilus fasciatus	356809
PV340077	Acrossocheilus fasciatus	356809
PV340081	Acrossocheilus fasciatus	356809
PV340087	Acrossocheilus fasciatus	356809
PV340090	Acrossocheilus fasciatus	356809
PV340102	Acrossocheilus fasciatus	356809
PV340122	Acrossocheilus fasciatus	356809
PV340130	Acrossocheilus fasciatus	356809
PV340141	Acrossocheilus fasciatus	356809
PV340147	Acrossocheilus fasciatus	356809
PV340152	Acrossocheilus fasciatus	356809
PV340155	Acrossocheilus fasciatus	356809
PV340161	Acrossocheilus fasciatus	356809
PV340177	Acrossocheilus fasciatus	356809
PV340183	Acrossocheilus fasciatus	356809
PV357792	Microdevario kubotai	857698
PV415134	Homo sapiens	9606
PV424036	Phylloporus rubrosquamosus	1288711
PV475520	Aureococcus anophagefferens	44056
PV521797	Homo sapiens	9606
PV521820	Homo sapiens	9606
PV553664	Rhopalodia yunnanensis	3417244
PV575035	Neochalcosia remota	287205
PV591001	Mesenchytraeus spermatoglomeratus	3037291
PV591963	Macrotermes sp.	2866636
PV591965	Macrotermes sp.	2866636
PV613507	Scaphoideus titanus	376741
PV614653	Telostylinus lineolatus	1902205
PV624549	Paranotropis volucellus	3363667
PV641040	Minidiscus trioculatus	265540
PV641928	Heliothis subflexa	38041
PV641939	Heliothis virescens	7102
PV650439	Indrella ampulla	3073908
PV658275	Homo sapiens	9606
PV699394	Centropomus undecimalis	28806
PV699631	Chlaenius costiger	1091298
PV699635	Hygrotus impressopunctatus	107885
PV739046	Mus musculus	10090
PV740489	Mustelus mustelus	112230
PV740509	Mustelus mustelus	112230
PV740838	Homo sapiens	9606
PV740844	Homo sapiens	9606
PV740858	Homo sapiens	9606
PV740861	Homo sapiens	9606
PV740877	Homo sapiens	9606
PV740878	Homo sapiens	9606
PV740892	Homo sapiens	9606
PV740910	Homo sapiens	9606
PV740918	Homo sapiens	9606
PV740919	Homo sapiens	9606
PV740922	Homo sapiens	9606
PV740956	Homo sapiens	9606
PV740957	Homo sapiens	9606
PV740973	Homo sapiens	9606
PV740975	Homo sapiens	9606
PV740981	Homo sapiens	9606
PV740982	Homo sapiens	9606
PV740995	Homo sapiens	9606
PV740996	Homo sapiens	9606
PV740998	Homo sapiens	9606
PV741010	Homo sapiens	9606
PV741014	Homo sapiens	9606
PV741023	Homo sapiens	9606
PV741026	Homo sapiens	9606
PV741053	Homo sapiens	9606
PV752075	Hemidactylus parvimaculatus	666680
PV752184	Atriplex hortensis	34272
PV766247	Pterostichus procax	3437854
PV816315	Ara ararauna	9226
PV826169	Tricentrus bibrunneifasciatus	3438991
PV826193	Tricentrus taurus	3438984
PV833184	Ceratocystiopsis minuta	360147
PV833198	Graphilbum tubicolle	3454663
PV833201	Ceratocystiopsis collifera	5160
PV836851	Psorodonotus ebneri	470666
PV872600	Manis javanica	9974
PV872602	Manis javanica	9974
PV872609	Manis javanica	9974
PV882501	Balanorchis anastrophus	3447442
PV919172	Carcharodon carcharias	13397
PV919189	Carcharodon carcharias	13397
PV919194	Carcharodon carcharias	13397
PV919195	Carcharodon carcharias	13397
PV919199	Carcharodon carcharias	13397
PV919251	Carcharodon carcharias	13397
PV919327	Carcharodon carcharias	13397
PV919342	Carcharodon carcharias	13397
PV919361	Carcharodon carcharias	13397
PV919366	Carcharodon carcharias	13397
PV919367	Carcharodon carcharias	13397
PV919380	Carcharodon carcharias	13397
PV919427	Carcharodon carcharias	13397
PV919443	Carcharodon carcharias	13397
PV942575	Phoxinus csikii	2027099
PV999925	Woodwardia japonica	120728
PX067953	Chaetocladius melaleucus	879747
PX067980	Brillia japonica	1646549
PX067992	Brillia flavifrons	611410
PX067995	Corynoneura arctica	611445
PX094856	Armillaria algida	2746555
PX118898	Dasiphora fruticosa	32239
PX240913	Chionomys nivalis	269649
PX251495	Spermophilus dauricus	99837
PX251518	Spermophilus dauricus	99837
PX252145	Echinometra mathaei	31178
PX262137	Cloridopsis sp.	3459499
PX290566	Acanthosquilla sp.	3464189
PX391411	Pedetontus sp. T10374914-1	3458893
PX392563	Malacobdella japonica	1417239
PX394305	Malacochersus tornieri	286009
PX394310	Malacochersus tornieri	286009
PX394325	Malacochersus tornieri	286009
PX394330	Malacochersus tornieri	286009
PX394335	Malacochersus tornieri	286009
PX394336	Malacochersus tornieri	286009
PX394342	Malacochersus tornieri	286009
PX394356	Malacochersus tornieri	286009
PX394357	Malacochersus tornieri	286009
PX396083	Cyanopsitta spixii	51902
PX402840	Homo sapiens	9606
PX402841	Homo sapiens	9606
PX402849	Homo sapiens	9606
PX402865	Homo sapiens	9606
PX402872	Homo sapiens	9606
PX427677	Onithochiton hirasei	541224
PX427735	Anomala sp. T73439-1	3465815
PX569327	Canis lupus	9612
PX582176	Rattus rattus	10117
PX582200	Rattus rattus	10117
PX582210	Rattus rattus	10117
PX582218	Rattus rattus	10117
PX582219	Rattus rattus	10117
PX582224	Rattus rattus	10117
PX582229	Rattus rattus	10117
PX582241	Rattus rattus	10117
PX582249	Rattus rattus	10117
PX582254	Rattus rattus	10117
PX582267	Rattus rattus	10117
PX582268	Rattus rattus	10117
PX582273	Rattus rattus	10117
PX582275	Eliurus webbi	107287
PX582279	Eliurus webbi	107287
PX582283	Eliurus webbi	107287
PX583308	Homo sapiens	9606
PX583336	Homo sapiens	9606
PX586057	Phaeocystis globosa	33658
PX591428	Aspergillus flavus	5059
PX613638	Homo sapiens	9606
PX636127	Andrias davidianus	141262
PX644535	Sylvilagus sanctaemartae	2933652
PX651919	Andrias davidianus	141262
PX651931	Andrias davidianus	141262
PX651937	Andrias davidianus	141262
PX672766	Oratosquillina perpensa	2529188
PX672773	Penaeus monodon	6687
PX672778	Alpheus sp.	2981264
PX672783	Callianassidae sp.	3420455
PX672784	Biarctus sordidus	288640
PX672785	Eduarctus martensii	516910
PX672802	Dorippoides facchino	405164
PX672821	Charybdis lucifera	930203
PX672822	Charybdis truncata	243327
PX672834	Helice latimera	456392
PX672861	Anaplecta omei	2093429
PX672864	Anaplecta omei	2093429
PX672872	Anaplecta omei	2093429
PX672875	Anaplecta omei	2093429
PX672877	Anaplecta omei	2093429
PX672886	Anaplecta omei	2093429
PX672887	Anaplecta omei	2093429
PX672889	Anaplecta omei	2093429
PX672892	Anaplecta omei	2093429
PX672893	Anaplecta omei	2093429
PX672909	Anaplecta condensa	2902149
PX672921	Anaplecta omei	2093429
PX672924	Anaplecta omei	2093429
PX672926	Anaplecta omei	2093429
PX672929	Anaplecta omei	2093429
PX672934	Anaplecta omei	2093429
PX672945	Anaplecta omei	2093429
PX672948	Anaplecta omei	2093429
PX672957	Anaplecta omei	2093429
PX672966	Anaplecta omei	2093429
PX705439	Ganoderma steyaertianum	496552
PX713233	Ganoderma lingzhi	1233435
PX713284	Ganoderma lingzhi	1233435
PX713307	Ganoderma lingzhi	1233435
PX713313	Ganoderma lingzhi	1233435
PX713328	Ganoderma lingzhi	1233435
PX713346	Ganoderma lingzhi	1233435
PX713347	Ganoderma lingzhi	1233435
PX713357	Ganoderma lingzhi	1233435
PX713358	Ganoderma lingzhi	1233435
PX713370	Ganoderma lingzhi	1233435
PX713378	Ganoderma lingzhi	1233435
PX713379	Ganoderma lingzhi	1233435
PX764282	Ishige okamurae	233772
PX859825	Eriocamposis sp. T76233-1	3591606
PX859845	Cladiucha sp. T76233-1	3591587
PX859851	Pachyprotasis sp. T76233-1	3591595
PX869896	Smaragdia rangiana	2494644
PX924410	Sinoxylon pygmaeum	3570292
PX925178	Homo sapiens	9606
PX925184	Homo sapiens	9606
PX925185	Homo sapiens	9606
PX925198	Homo sapiens	9606
PX925219	Homo sapiens	9606
PX925232	Homo sapiens	9606
MZ386851	Homo sapiens	9606
PP498798	Unio bruguierianus	1904309
EU092805	Homo sapiens	9606
EU482375	Homo sapiens	9606
FJ711775	Homo sapiens	9606
HQ012200	Homo sapiens	9606
JQ044939	Homo sapiens	9606
JQ240386	Plasmodium vivax	5855
JQ702772	Homo sapiens	9606
JQ704432	Homo sapiens	9606
KM213520	Homo sapiens	9606
KY595638	Homo sapiens	9606
KY606169	Trichopodus pectoralis	313238
KY797248	Homo sapiens	9606
MG272789	Homo sapiens	9606
MH177671	Gorilla beringei	499232
MN935289	Fusarium asiaticum	282267
MN935299	Fusarium asiaticum	282267
MT036747	Fusarium graminearum	5518
MT768097	Ovis vignei	59896
MT768126	Ovis aries	9940
MW652899	Glyphis garricki	496093
MW653108	Glyphis garricki	496093
MW653144	Glyphis garricki	496093
MZ615352	Paramarasmius palmivorus	297713
OP575310	Cirripectes stigmaticus	879477
OP681870	Homo sapiens	9606
OP681958	Homo sapiens	9606
OP682105	Homo sapiens	9606
OP682239	Homo sapiens	9606
OP682341	Homo sapiens	9606
OP682437	Homo sapiens	9606
OP682480	Homo sapiens	9606
OP682605	Homo sapiens	9606
OQ210164	Gadus morhua	8049
OR263610	Equus asinus	9793
AF200847	Drosophila simulans	7240
HG942365	Cherax crassimanus	191330
HQ012156	Homo sapiens	9606
KJ154753	Homo sapiens	9606
LC554774	Amblyomma testudinarium	375577
LC554777	Amblyomma testudinarium	375577
LC633546	Amblyomma sp.	2730045
LC633552	Amblyomma sp.	2730045
MF422649	Tremella fuciformis	64657
MF776883	Gonatocerus sp. ZCS-2018	2305128
MG837632	Martes zibellina	36722
MH177699	Gorilla beringei	499232
MH177795	Homo sapiens	9606
MW653095	Glyphis garricki	496093
OM993377	Lepus europaeus	9983
OM993379	Lepus europaeus	9983
ON646001	Sundstroemia setigera	3005
ON764801	Oryctes rhinoceros	72550
OP006249	Cricotopus ornatus	1268415
OP681792	Homo sapiens	9606
OP681806	Homo sapiens	9606
OP681812	Homo sapiens	9606
OP681890	Homo sapiens	9606
OP681982	Homo sapiens	9606
OP682079	Homo sapiens	9606
OP682409	Homo sapiens	9606
OP682444	Homo sapiens	9606
OQ707141	Homo sapiens	9606
OQ707161	Homo sapiens	9606
OQ707172	Homo sapiens	9606
OQ707210	Homo sapiens	9606
OQ851432	Silurus asotus	30991
OQ942703	Phyllopteryx taeniolatus	161469
OQ942717	Phyllopteryx taeniolatus	161469
OQ942752	Phyllopteryx taeniolatus	161469
OQ982011	Homo sapiens	9606
OR063968	Baronia brevicornis	132695
OR263612	Equus asinus	9793
OR347662	Leucocytozoon sp.	1504291
OR367661	Vespa orientalis	7447
OR491276	Sogatella furcifera	113103
OR495985	Homo sapiens	9606
OR863189	Panthera onca	9690
PP230643	Spodoptera frugiperda	7108
PP273092	Homo sapiens	9606
AP012012	Erethistes jerdoni	2593169
MK618074	Schizosaccharomyces pombe	4896
OM177665	Theopompa maculosa	2909580
OM489679	Homo sapiens	9606
OQ590007	Ornithoptera alexandrae	129448
OR685011	Lepidopygopsis typus	1389700
OR734027	Sycanus bifidus	452395
OR734070	Sycanus bifidus	452395
OR778691	Rhinella lescurei	1133669
PP048983	Diaphorina citri	121845
PP230569	Spodoptera frugiperda	7108
PP761362	Heterotrissocladius sp.	3040876
PP993623	Bombyx mori	7091
PP993634	Bombyx mori	7091
PP993651	Bombyx mori	7091
PQ002681	Homo sapiens	9606
PQ002699	Homo sapiens	9606
PQ015514	Bombyx mori	7091
PQ137252	Homo sapiens	9606
PQ137301	Homo sapiens	9606
PQ137320	Homo sapiens	9606
PQ137398	Homo sapiens	9606
PQ469775	Macellina souchongia	3239280
PQ498359	Pseudo-nitzschia sp. CNS01031	3109121
PQ668644	Paracossulus thrips	2878877
PV067337	Homo sapiens	9606
PV068164	Crotaphopeltis hotamboeia	190824
PV166862	Homo sapiens	9606
PV166875	Homo sapiens	9606
PV177057	Aedes albopictus	7160
PV252368	Aedes albopictus	7160
PV340131	Acrossocheilus fasciatus	356809
PV591967	Macrotermes sp.	2866636
PV919180	Carcharodon carcharias	13397
PV919235	Carcharodon carcharias	13397
PV919438	Carcharodon carcharias	13397
OP682349	Homo sapiens	9606
OP682404	Homo sapiens	9606
OQ121983	Epichloe typhina	5113
OR354178	Agulla astuta	3474217
PX925218	Homo sapiens	9606
PX925220	Homo sapiens	9606
OR256867	Manis javanica	9974
OR256870	Manis javanica	9974
OR256937	Manis javanica	9974
OR256961	Manis javanica	9974
OR608401	Stenopsocus lachlani	2882888
PQ640492	Echinococcus multilocularis	6211
PV252369	Aedes albopictus	7160
PV252421	Aedes albopictus	7160
PX389912	Pseudocuneopsis sp.	3464037
PX513469	Phalium glaucum	2339209
OP681905	Homo sapiens	9606
OP682152	Homo sapiens	9606
OP682219	Homo sapiens	9606
OP682242	Homo sapiens	9606
OP682394	Homo sapiens	9606
OQ707112	Homo sapiens	9606
OQ707114	Homo sapiens	9606
OQ731967	Homo sapiens	9606
OR354282	Agulla bicolor	560875
PQ197416	Lirularia iridescens	529746
PQ469058	Reticulinasus sp.	3476637
PQ789902	Bulinus globosus	157967
PV740470	Mustelus mustelus	112230
PV740506	Mustelus mustelus	112230
PX122099	Suillus collinitus	48567
PX925212	Homo sapiens	9606
JN086657	Homo sapiens	9606
KJ558222	Homo sapiens	9606
KR537889	Crocidura beata	3369802
LC567919	Haemaphysalis japonica	558168
LC590037	Salpa younti	2072449
LC705054	Ceriodaphnia dubia	117530
LC705056	Moina macrocopa	150844
LC761956	Pyropia sp. Myanmar_A	3034857
LC831292	Sclerophytum flexibile	51815
LC831331	Sclerophytum sp. Sf85	3231459
LC859294	Luciogobius ryukyuensis	1458938
LC863356	Comoplana pusilla	3317541
MH061200	Alaudala cheleensis	670337
MT762279	Nasonia vitripennis	7425
MZ336081	Gracilaria firma	2510791
MZ567027	Abudefduf saxatilis	50731
MZ567030	Abudefduf saxatilis	50731
OM066857	Hypnea pseudomusciformis	1545697
OM066858	Hypnea flava	1524266
OM066866	Calliblepharis sp.	2902951
OM869113	Equus caballus	9796
ON645999	Sundstroemia setigera	3005
ON652881	Peponocephala electra	103596
ON652886	Peponocephala electra	103596
ON652902	Peponocephala electra	103596
ON652910	Pseudorca crassidens	82174
ON652924	Pseudorca crassidens	82174
ON652954	Pseudorca crassidens	82174
ON652963	Pseudorca crassidens	82174
ON675304	Balaenoptera musculus	9771
ON675318	Balaenoptera musculus	9771
ON675393	Balaenoptera musculus	9771
ON675402	Balaenoptera musculus	9771
ON675404	Balaenoptera musculus	9771
ON764800	Oryctes rhinoceros	72550
OP205213	Eubalaena japonica	302098
OP378527	Camelus dromedarius	9838
OP451851	Chondrus crispus	2769
OP873122	Peronosclerospora sorghi	230839
OP903041	Popillia japonica	7064
OP903047	Popillia japonica	7064
OP903055	Popillia japonica	7064
OP903080	Popillia japonica	7064
OP936085	Polypedates megacephalus	68449
OQ067927	Physella acuta	109671
OQ553974	Delphinapterus leucas	9749
OQ554007	Delphinapterus leucas	9749
OQ554079	Delphinapterus leucas	9749
OQ554080	Delphinapterus leucas	9749
OQ554091	Delphinapterus leucas	9749
OQ554101	Delphinapterus leucas	9749
OQ554107	Delphinapterus leucas	9749
OQ554185	Delphinapterus leucas	9749
OQ554188	Delphinapterus leucas	9749
OQ554235	Delphinapterus leucas	9749
OQ554250	Delphinapterus leucas	9749
OQ554271	Delphinapterus leucas	9749
OQ554274	Delphinapterus leucas	9749
OQ554292	Delphinapterus leucas	9749
OQ554322	Delphinapterus leucas	9749
OQ843532	Silurus glanis	94993
OQ942822	Phyllopteryx taeniolatus	161469
OQ955757	Cathaica fasciola	1506475
OQ979260	Aythya ferina	219593
OR148277	Nemoptera sinuata	1593329
OR162336	Dermacentor reticulatus	57047
OR242841	Aythya marila	189534
OR242860	Clangula hyemalis	197941
OR242935	Histrionicus histrionicus	68165
OR243007	Mareca americana	75832
OR243013	Mareca penelope	8838
OR243076	Pica hudsonia	158052
OR256842	Manis javanica	9974
OR256854	Manis javanica	9974
OR256917	Manis javanica	9974
OR256938	Manis javanica	9974
OR256959	Manis javanica	9974
OR256965	Manis javanica	9974
OR257015	Manis javanica	9974
OR260546	Aegista sp.	3081667
OR327019	Manis javanica	9974
OR414023	Deleatidium vernale	1968931
OR416865	Plasmodium relictum	85471
OR420142	Protohermes costalis	1452974
OR420172	Protohermes costalis	1452974
OR420269	Protohermes costalis	1452974
OR423227	Artemia monica	112778
OR459682	Ovis aries	9940
OR459698	Ovis aries	9940
OR459765	Ovis aries	9940
OR459768	Ovis aries	9940
OR491280	Sogatella furcifera	113103
OR545230	Trichocathaica lyonsae	3115183
OR552091	Sander vitreus	283036
OR734030	Sycanus bifidus	452395
OR750904	Porphyrio hochstetteri	439704
OR766355	Bubalus bubalis	89462
OR766440	Bubalus bubalis	89462
OR766865	Bos taurus	9913
OR777291	Bos grunniens	30521
OR780761	Homo sapiens	9606
OR812572	Amblyraja radiata	386614
OR812625	Amblyraja radiata	386614
