For further details, refer to the Master List sheet.	Recommended_taxon_name	Recommended_authority	Recommended_qualifier	Recommended_taxon_version	A: Bern Convention	C: Birds Directive	C1: Convention on Migratory Species	C2: OSPAR	D: Habitats Directive	E: EC Cites	F: Global Red list status	Fa: Red Listing based on pre 1994 IUCN guidelines	Fb: Red Listing based on 1994 IUCN guidelines	Fc: Red listing based on 2001 IUCN guidelines	Fd: Red data categories  - birds (not based on IUCN criteria)	Fe: Red data categories - Spiders (not based on IUCN criteria)	Ga: Rare and scarce species	Gb: Rare and scarce species (not based on IUCN criteria)	Ha: Biodiversity Action Plan UK list of priority species	Hb: Biodiversity Lists - England	Hc: Biodiversity Lists - Scotland	Hd: Biodiversity Lists - Wales	He: Biodiversity Lists - Northern Ireland	I: Wildlife and Countryside Act 1981	J: The Wildlife (Northern Ireland) Order 1985	K: The Conservation of Habitats and Species Regulations 2010	L: The Conservation (Nature Habitats, etc_) Regulations (NI) 199	M: Protection of Badgers Act	included_tvk_list
spider (Araneae)	Zodarion italicum	(Canestrini, 1868)		NBNSYS0000008641										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008641
spider (Araneae)	Zodarion rubidum	Simon, 1914		NBNSYS0100006051										RedList_GB_post2001-NE				NR-excludes											NBNSYS0100006051
spider (Araneae)	Zodarion vicinum	Denis, 1935		NBNSYS0100006052										RedList_GB_post2001-VU			NR-includes												NBNSYS0100006052
spider (Araneae)	Zora armillata	Simon, 1878		NBNSYS0000008711										RedList_GB_post2001-CR			NR-includes												NBNSYS0000008711
spider (Araneae)	Zora nemoralis	(Blackwall, 1861)		NBNSYS0000008712										RedList_GB_post2001-VU			NR-includes												NBNSYS0000008712
spider (Araneae)	Zora silvestris	Kulczynski, 1897		NBNSYS0000008713										RedList_GB_post2001-CR			NR-includes												NBNSYS0000008713
spider (Araneae)	Zora spinimana	(Sundevall, 1833)		NBNSYS0000008710										RedList_GB_post2001-LC															NBNSYS0000008710
spider (Araneae)	Zoropsis spinimana	(Dufour, 1820)		NHMSYS0020978954										RedList_GB_post2001-NE															NHMSYS0020978954
spider (Araneae)	Zygiella atrica	(C.L. Koch, 1845)		NBNSYS0000008932										RedList_GB_post2001-LC															NBNSYS0000008932
spider (Araneae)	Zygiella x-notata	(Clerck, 1757)		NBNSYS0000008931										RedList_GB_post2001-LC															NBNSYS0000008931
sponge (Porifera)	Adreus fascicularis	(Bowerbank, 1866)		NBNSYS0000173612														Marine-NS											NBNSYS0000173612
sponge (Porifera)	Antho (Antho) granditoxa	Picton & Goodwin, 2007		NHMSYS0020545701																			NI_Priority						NHMSYS0020545701
sponge (Porifera)	Antho (Jia) brattegardi	Van Soest & Stone, 1986		NHMSYS0021120755																			NI_Priority						NHMSYS0021120755
sponge (Porifera)	Axinella damicornis	(Esper, 1794)		NBNSYS0000174066														Marine-NS			Scottish_Biodiversity_List								NBNSYS0000174066
sponge (Porifera)	Clathria (Clathria) barleei	(Bowerbank, 1866)		NHMSYS0020752332																			NI_Priority						NHMSYS0020752332
sponge (Porifera)	Clathria (Microciona) elliptichela	(Alander, 1942)		NHMSYS0000341620																			NI_Priority						NHMSYS0000341620
sponge (Porifera)	Desmacidon fruticosum	(Montagu, 1814)		NHMSYS0021057372														Marine-NR											NHMSYS0021057372
sponge (Porifera)	Dysidea pallescens	(Schmidt, 1862)		NHMSYS0020752349														Marine-NR											NHMSYS0020752349
sponge (Porifera)	Eurypon clavatum	(Bowerbank, 1866)		NBNSYS0000175290																	Scottish_Biodiversity_List								NBNSYS0000175290
sponge (Porifera)	Eurypon coronula	(Bowerbank, 1874)		NHMSYS0020752353																			NI_Priority						NHMSYS0020752353
sponge (Porifera)	Hymedesmia (Hymedesmia) cohesibacilla	Goodwin & Picton, 2009		NHMSYS0020545713																			NI_Priority						NHMSYS0020545713
sponge (Porifera)	Hymedesmia (Hymedesmia) rathlinia	Goodwin & Picton, 2009		NHMSYS0020545716																			NI_Priority						NHMSYS0020545716
sponge (Porifera)	Hymedesmia (Hymedesmia) stellifera	Goodwin & Picton, 2009		NHMSYS0020545717																			NI_Priority						NHMSYS0020545717
sponge (Porifera)	Hymerhabdia typica	Topsent, 1892		NBNSYS0000182952																			NI_Priority						NBNSYS0000182952
sponge (Porifera)	Lissodendoryx (Ectyodoryx) jenjonesae	Picton & Goodwin, 2007		NHMSYS0020545723																			NI_Priority						NHMSYS0020545723
sponge (Porifera)	Macandrewia azorica	Gray, 1859		NHMSYS0000341750																	Scottish_Biodiversity_List								NHMSYS0000341750
sponge (Porifera)	Mycale (Aegogropila) contarenii	(Lieberkühn, 1859)		NHMSYS0021057340																			NI_Priority						NHMSYS0021057340
sponge (Porifera)	Myxilla (Myxilla) perspinosa	Lundbeck, 1905		NHMSYS0021057396																	Scottish_Biodiversity_List								NHMSYS0021057396
sponge (Porifera)	Phorbas dives	(Topsent, 1891)		NHMSYS0000341789														Marine-NS											NHMSYS0000341789
sponge (Porifera)	Quasillina brevis	(Bowerbank, 1861)		NHMSYS0020752458																	Scottish_Biodiversity_List								NHMSYS0020752458
sponge (Porifera)	Spanioplon armaturum	(Bowerbank, 1866)		NBNSYS0000178029																			NI_Priority						NBNSYS0000178029
sponge (Porifera)	Spinularia spinularia	(Bowerbank, 1866)		NHMSYS0020752471																	Scottish_Biodiversity_List								NHMSYS0020752471
sponge (Porifera)	Spongionella pulchella	(Sowerby, 1804)		NHMSYS0020752475																	Scottish_Biodiversity_List								NHMSYS0020752475
sponge (Porifera)	Stelletta grubii	Schmidt, 1862		NBNSYS0000178145														Marine-NS											NBNSYS0000178145
sponge (Porifera)	Stryphnus ponderosus	(Bowerbank, 1866)		NBNSYS0000178202																	Scottish_Biodiversity_List								NBNSYS0000178202
sponge (Porifera)	Suberites massa	Nardo, 1847		NBNSYS0000178225														Marine-NR											NBNSYS0000178225
sponge (Porifera)	Tethya hibernica	Heim, Nickel, Picton & Brümmer, 2007		NHMSYS0020545731																			NI_Priority						NHMSYS0020545731
sponge (Porifera)	Tethyspira spinosa	(Bowerbank, 1874)		NBNSYS0000178324														Marine-NS											NBNSYS0000178324
spoon worm (Echiura)	Amalosoma eddystonense	Stephen, 1956		NBNSYS0000173699														Marine-NS											NBNSYS0000173699
stonewort	Chara aculeolata	Kütz.		NHMSYS0000457126														NS-excludes			Scottish_Biodiversity_List								NHMSYS0000457126
stonewort	Chara baltica	A.Bruzelius, 1824		NHMSYS0021059036										RedList_GB_post2001-VU					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7							NHMSYS0021059036
stonewort	Chara canescens	Desv. et Lois		NHMSYS0000457139										RedList_GB_post2001-EN					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List		NI_Priority	WACA-Sch8					NHMSYS0000457139
stonewort	Chara connivens	Salzm. ex A.Braun		NHMSYS0000457144										RedList_GB_post2001-EN					BAP-2007	England_NERC_S.41									NHMSYS0000457144
stonewort	Chara curta	Nolte ex Kütz.		NHMSYS0000457152														NS-excludes				Env (Wales) Act S7							NHMSYS0000457152
stonewort	Chara fragifera	Durieu		NBNSYS0000039848										RedList_GB_post2001-VU															NBNSYS0000039848
stonewort	Chara intermedia	A.Braun		NHMSYS0000457194										RedList_GB_post2001-EN					BAP-2007	England_NERC_S.41									NHMSYS0000457194;NHMSYS0000465483
stonewort	Chara muscosa	J.Groves et Bullock-Webster		NHMSYS0000457200										RedList_GB_post2001-DD															NHMSYS0000457200
stonewort	Chara rudis	(A.Braun) Leonh.		NHMSYS0000457210										RedList_GB_post2001-NT							Scottish_Biodiversity_List								NHMSYS0000457210;NHMSYS0021872482
stonewort	Lamprothamnium papulosum	(Wallroth) J.Groves		NHMSYS0021059038										RedList_GB_post2001-NT					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List			WACA-Sch8					NHMSYS0021059038
stonewort	Nitella capillaris	(Krocker) J.Groves et Bullock-Webster		NHMSYS0000461038										RedList_GB_post2001-EX															NHMSYS0000461038
stonewort	Nitella confervacea	(Bréb.) A.Braun ex Leonh.		NHMSYS0000461040										RedList_GB_post2001-NT															NHMSYS0000461040
stonewort	Nitella flexilis	(L.) C.Agardh	sensu stricto	NHMSYS0020825297														NS-excludes											NHMSYS0020825297
stonewort	Nitella gracilis	(Smith) C.Agardh		NHMSYS0000461048										RedList_GB_post2001-VU					BAP-2007		Scottish_Biodiversity_List	Env (Wales) Act S7							NHMSYS0000461048
stonewort	Nitella hyalina	(DC.) C.Agardh		NHMSYS0000461050										RedList_GB_post2001-EX															NHMSYS0000461050
stonewort	Nitella mucronata	(A.Braun) Miguel		NHMSYS0000461051														NS-excludes					NI_Priority						NHMSYS0000461051
stonewort	Nitella tenuissima	(Desv.) Kütz.		NHMSYS0000461063										RedList_GB_post2001-EN					BAP-2007	England_NERC_S.41		Env (Wales) Act S7							NHMSYS0000461063
stonewort	Nitellopsis obtusa	(Desv.) J. Groves		NHMSYS0000461066										RedList_GB_post2001-VU					BAP-2007	England_NERC_S.41		Env (Wales) Act S7							NHMSYS0000461066
stonewort	Tolypella glomerata	(Desv.) Leonh.		NBNSYS0000039876														NS-excludes											NBNSYS0000039876
stonewort	Tolypella intricata	(Trent ex Roth.) Leonh.		NHMSYS0000464477										RedList_GB_post2001-EN					BAP-2007	England_NERC_S.41									NHMSYS0000464477
stonewort	Tolypella nidifica	(O.F.Müll.) Leonh.		NHMSYS0021059040										RedList_GB_post2001-EN					BAP-2007		Scottish_Biodiversity_List								NHMSYS0021059040
stonewort	Tolypella prolifera	(Ziz ex A.Braun) Leonh.		NHMSYS0000464482										RedList_GB_post2001-EN					BAP-2007	England_NERC_S.41									NHMSYS0000464482
terrestrial mammal	Apodemus flavicollis	(Melchior, 1834)		NHMSYS0000080209										RedList_GB_post2001-LC															NHMSYS0000080209
terrestrial mammal	Apodemus sylvaticus	(Linnaeus, 1758)		NHMSYS0000080210										RedList_GB_post2001-LC															NHMSYS0000080210
terrestrial mammal	Arvicola amphibius	(Linnaeus, 1758)		NHMSYS0020546253										RedList_GB_post2001-EN					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7		WACA-Sch5_sect9.4.a,WACA-Sch5_sect9.4b,WACA-Sch5Sect9.4c					NHMSYS0020546253
terrestrial mammal	Barbastella barbastellus	(Schreber, 1774)		NHMSYS0000080178	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A2*,HabDir-A4					RedList_GB_post2001-VU					BAP-2007	England_NERC_S.41		Env (Wales) Act S7		WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000080178
terrestrial mammal	Capreolus capreolus	(Linnaeus, 1758)		NHMSYS0000080203	Bern-A3									RedList_GB_post2001-LC															NHMSYS0000080203
terrestrial mammal	Castor fiber	Linnaeus, 1758		NBNSYS0000005107	Bern-A3									RedList_GB_post2001-EN															NBNSYS0000005107
terrestrial mammal	Cervus elaphus	Linnaeus, 1758		NBNSYS0000005143	Bern-A3									RedList_GB_post2001-LC															NBNSYS0000005143
terrestrial mammal	Cervus nippon	Temminck, 1838		NBNSYS0000005144	Bern-A3						RedList_Global_post2001-LC			RedList_GB_post2001-NE															NBNSYS0000005144
terrestrial mammal	Crocidura suaveolens	(Pallas, 1811)		NHMSYS0000080173	Bern-A3									RedList_GB_post2001-NT															NHMSYS0000080173
terrestrial mammal	Dama dama	(Linnaeus, 1758)		NBNSYS0000005145	Bern-A3						RedList_Europe_post2001-LC,RedList_Global_post2001-LC			RedList_GB_post2001-NE															NBNSYS0000005145
terrestrial mammal	Eptesicus bottae	(Peters, 1869)		NHMSYS0000376626			CMS_EUROBATS-A1																						NHMSYS0000376626
terrestrial mammal	Eptesicus nilssonii	(Keyserling & Blasius, 1839)		NHMSYS0000528007	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A4															WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000528007
terrestrial mammal	Eptesicus serotinus	(Schreber, 1774)		NHMSYS0000528008	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A4					RedList_GB_post2001-VU										WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000528008;NHMSYS0021949415
terrestrial mammal	Erinaceus europaeus	Linnaeus, 1758		NBNSYS0000005078	Bern-A3									RedList_GB_post2001-VU					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7	NI_Priority						NBNSYS0000005078
terrestrial mammal	Felis silvestris	Schreber, 1777		NHMSYS0000332741	Bern-A2				HabDir-A4	ECCITES-A				RedList_GB_post2001-CR					BAP-2007		Scottish_Biodiversity_List			WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2			NHMSYS0000332741
terrestrial mammal	Glis glis	(Linnaeus, 1766)		NHMSYS0000080215	Bern-A3						RedList_Europe_post2001-LC			RedList_GB_post2001-NE															NHMSYS0000080215
terrestrial mammal	Homo sapiens	Linnaeus, 1758		NHMSYS0000376773							RedList_Global_post2001-LC																		NHMSYS0000376773
terrestrial mammal	Hydropotes inermis	Swinhoe, 1870		NBNSYS0000005148	Bern-A3						RedList_Global_post2001-VU			RedList_GB_post2001-NE															NBNSYS0000005148
terrestrial mammal	Hypsugo savii	(Bonaparte, 1837)		NHMSYS0020774288	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A4															WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0020774288
terrestrial mammal	Lepus europaeus	Pallas, 1778		NHMSYS0000080218							RedList_Europe_post2001-LC			RedList_GB_post2001-NE					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7							NHMSYS0000080218
terrestrial mammal	Lepus timidus	Linnaeus, 1758		NBNSYS0000005106	Bern-A3				HabDir-A5					RedList_GB_post2001-NT					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List					HabReg-Sch4	ConsRegsNI-Sch3		NBNSYS0000005106
terrestrial mammal	Lepus timidus subsp. hibernicus	Bell, 1837		NBNSYS0000042516																			NI_Priority						NBNSYS0000005106;NBNSYS0000042516
terrestrial mammal	Lutra lutra	(Linnaeus, 1758)		NBNSYS0000005133	Bern-A2				HabDir-A2*,HabDir-A4	ECCITES-A				RedList_GB_post2001-LC					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7	NI_Priority	WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NBNSYS0000005133
terrestrial mammal	Lynx lynx	(Linnaeus, 1758)		NHMSYS0000376854	Bern-A3																								NHMSYS0000376854
terrestrial mammal	Martes martes	(Linnaeus, 1758)		NHMSYS0000080190	Bern-A3				HabDir-A5					RedList_GB_post2001-LC					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7	NI_Priority	WACA-Sch5_sect9.1(kill/injuring),WACA-Sch5_sect9.1(taking),WACA-Sch5_sect9.2,WACA-Sch5_sect9.4.a,WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c	W(NI)O-Sch5	HabReg-Sch4	ConsRegsNI-Sch3		NHMSYS0000080190
terrestrial mammal	Meles meles	(Linnaeus, 1758)		NHMSYS0000080191	Bern-A3									RedList_GB_post2001-LC											W(NI)O-Sch5			Protection_of_Badgers_Act_1992	NHMSYS0000080191
terrestrial mammal	Micromys minutus	(Pallas, 1771)		NHMSYS0000080211										RedList_GB_post2001-NT					BAP-2007	England_NERC_S.41		Env (Wales) Act S7							NHMSYS0000080211
terrestrial mammal	Microtus agrestis	(Linnaeus, 1761)		NHMSYS0000080207										RedList_GB_post2001-LC															NHMSYS0000080207
terrestrial mammal	Microtus arvalis	(Pallas, 1778)		NHMSYS0000080208							RedList_Global_post2001-LC										Scottish_Biodiversity_List								NHMSYS0000080208
terrestrial mammal	Microtus arvalis subsp. orcadensis	Millais, 1904		NHMSYS0001699418										RedList_GB_post2001-VU															NHMSYS0000080208;NHMSYS0001699418
terrestrial mammal	Muntiacus reevesi	(Ogilby, 1839)		NHMSYS0000080204	Bern-A3						RedList_Global_post2001-LC			RedList_GB_post2001-NE															NHMSYS0000080204
terrestrial mammal	Mus musculus	Linnaeus, 1758		NBNSYS0000005121							RedList_Europe_post2001-LC,RedList_Global_post2001-LC			RedList_GB_post2001-NE															NBNSYS0000005121
terrestrial mammal	Muscardinus avellanarius	(Linnaeus, 1758)		NHMSYS0000080214	Bern-A3				HabDir-A4					RedList_GB_post2001-VU					BAP-2007	England_NERC_S.41		Env (Wales) Act S7		WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2			NHMSYS0000080214
terrestrial mammal	Mustela erminea	Linnaeus, 1758		NBNSYS0000005127	Bern-A3									RedList_GB_post2001-LC															NBNSYS0000005127
terrestrial mammal	Mustela nivalis	Linnaeus, 1766		NBNSYS0000005128	Bern-A3									RedList_GB_post2001-LC															NBNSYS0000005128
terrestrial mammal	Mustela putorius	Linnaeus, 1758		NBNSYS0000005129	Bern-A3				HabDir-A5					RedList_GB_post2001-LC					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7				HabReg-Sch4			NBNSYS0000005129
terrestrial mammal	Myodes glareolus	(Schreber, 1780)		NHMSYS0020755138										RedList_GB_post2001-LC															NHMSYS0020755138
terrestrial mammal	Myotis alcathoe	Helversen & Heller, 2001		NHMSYS0020636762					HabDir-A4					RedList_GB_post2001-DD															NHMSYS0020636762
terrestrial mammal	Myotis bechsteinii	(Kuhl, 1817)		NHMSYS0000528024	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A2*,HabDir-A4					RedList_GB_post2001-LC					BAP-2007	England_NERC_S.41		Env (Wales) Act S7		WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000528024
terrestrial mammal	Myotis blythii	(Tomes, 1857)		NHMSYS0000376980			CMS_EUROBATS-A1																						NHMSYS0000376980
terrestrial mammal	Myotis brandtii	(Eversmann, 1845)		NHMSYS0000528026	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A4					RedList_GB_post2001-DD							Scottish_Biodiversity_List			WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000528026
terrestrial mammal	Myotis capaccinii	(Bonaparte, 1837)		NHMSYS0000376984			CMS_EUROBATS-A1																						NHMSYS0000376984
terrestrial mammal	Myotis dasycneme	(Boie, 1825)		NBNSYS0000005153			CMS_EUROBATS-A1		HabDir-A2*,HabDir-A4																	HabReg-Sch2	ConsRegsNI-Sch2		NBNSYS0000005153
terrestrial mammal	Myotis daubentonii	(Kuhl, 1817)		NHMSYS0000528028	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A4					RedList_GB_post2001-LC							Scottish_Biodiversity_List			WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000528028
terrestrial mammal	Myotis emarginatus	(Geoffroy, 1806)		NBNSYS0000005154			CMS_EUROBATS-A1		HabDir-A2*,HabDir-A4																				NBNSYS0000005154
terrestrial mammal	Myotis myotis	(Borkhausen, 1797)		NHMSYS0000080182			CMS_EUROBATS-A1		HabDir-A2*,HabDir-A4					RedList_GB_post2001-CR												HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000080182
terrestrial mammal	Myotis mystacinus	(Kuhl, 1817)		NHMSYS0000080183	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A4					RedList_GB_post2001-DD							Scottish_Biodiversity_List			WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000080183
terrestrial mammal	Myotis nattereri	(Kuhl, 1817)		NHMSYS0000080184	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A4					RedList_GB_post2001-LC							Scottish_Biodiversity_List			WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000080184
terrestrial mammal	Neomys fodiens	(Pennant, 1771)		NHMSYS0000080174	Bern-A3									RedList_GB_post2001-LC															NHMSYS0000080174
terrestrial mammal	Neovison vison	(Schreber, 1777)		NHMSYS0020774297							RedList_Global_post2001-LC			RedList_GB_post2001-NE															NHMSYS0020774297
terrestrial mammal	Nyctalus lasiopterus	(Schreber, 1780)		NHMSYS0000377011			CMS_EUROBATS-A1																						NHMSYS0000377011
terrestrial mammal	Nyctalus leisleri	(Kuhl, 1817)		NHMSYS0000080185	Bern-A2		CMS_A2,CMS_EUROBATS-A1		HabDir-A4					RedList_GB_post2001-NT										WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2		NHMSYS0000080185
