organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act
NBNORG0000010052	NBNSYS0000007736	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrochara	Hydrochara caraboides	(Linnaeus, 1758)	Species	Hydrocharis caraboides;Hydrophilus caraboides;Hydrous caraboides		Y	Y		Y	Y	4	Legal Protection; NS; NT	Legal protection; Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1); Legal listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated	W314	grazing marsh - salinity: 0, grazing marsh - status: 5	Arthropoda										RedList_GB_post2001-NT								Env (Wales) Act S7		WACA-Sch5_sect9.1(kill/injuring),WACA-Sch5_sect9.1(taking),WACA-Sch5_sect9.2,WACA-Sch5_sect9.4.a,WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c				
NBNORG0000044210	NBNSYS0100012506	Animalia	Arthropoda	Arachnida	Trombidiformes	Pionidae	Hydrochoreutes	Hydrochoreutes krameri	Piersig, 1896	Species			Y	Y		Y	Y																																				
NBNORG0000044211	NBNSYS0100012507	Animalia	Arthropoda	Arachnida	Trombidiformes	Pionidae	Hydrochoreutes	Hydrochoreutes ungulatus	(Koch, 1836) 	Species			Y	Y		Y	Y																																				
NBNORG0000010026	NBNSYS0000007649	Animalia	Arthropoda	Insecta	Coleoptera	Hydrochidae	Hydrochus	Hydrochus angustatus	Germar, 1823	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond, sphagnum/moss lawn		grazing marsh - salinity: 0, grazing marsh - status: 4	Arthropoda														NS-excludes			Scottish_Biodiversity_List							
NBNORG0000010027	NBNSYS0000007650	Animalia	Arthropoda	Insecta	Coleoptera	Hydrochidae	Hydrochus	Hydrochus brevis	(Herbst, 1793)	Species			Y	Y		Y	Y	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated	W313	grazing marsh - salinity: 0, grazing marsh - status: 4	Arthropoda										RedList_GB_post2001-NT							Scottish_Biodiversity_List		NI_Priority					
NBNORG0000088410	NHMSYS0001718496	Animalia	Arthropoda	Insecta	Coleoptera	Hydrochidae	Hydrochus	Hydrochus crenatus	(Fabricius, 1792)	Species	Hydrochus carinatus		Y	Y		Y	Y	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated	W313		Arthropoda										RedList_GB_post2001-NT														
NBNORG0000010028	NBNSYS0000007652	Animalia	Arthropoda	Insecta	Coleoptera	Hydrochidae	Hydrochus	Hydrochus elongatus	(Schaller, 1783)	Species			Y	Y		Y	Y	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 4	Arthropoda										RedList_GB_post2001-NT							Scottish_Biodiversity_List							
NBNORG0000010029	NBNSYS0000007653	Animalia	Arthropoda	Insecta	Coleoptera	Hydrochidae	Hydrochus	Hydrochus ignicollis	Motschulsky, 1860	Species	Hydrochus elongatus		Y	Y		Y	Y	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated	W314	grazing marsh - salinity: 0, grazing marsh - status: 4	Arthropoda										RedList_GB_post2001-NT														
NBNORG0000088411	NHMSYS0001718499	Animalia	Arthropoda	Insecta	Coleoptera	Hydrochidae	Hydrochus	Hydrochus megaphallus	van Berge Henegouwen, 1988	Species			Y	Y		Y	Y	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated	W313		Arthropoda										RedList_GB_post2001-VU														
NBNORG0000010030	NBNSYS0000007654	Animalia	Arthropoda	Insecta	Coleoptera	Hydrochidae	Hydrochus	Hydrochus nitidicollis	Mulsant, 1844	Species	Hydrochus interruptus		Y	Y		Y	Y	8	NR; Section 41 Priority Species; VU	Nationally Rare; S41. Priority Species; VU	GB Rarity listing (1); IUCN Threat listing (1); Legal listing (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian shingle, flow >> fast flow		ERS (Coleoptera): 1	Arthropoda										RedList_GB_post2001-VU					BAP-2007	England_NERC_S.41								
NBNORG0000088413	NHMSYS0001718501	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Hydrocyphon	Hydrocyphon deflexicollis	(Müller, P.W.J., 1821)	Species			Y	Y		Y	Y	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous	saprophagous	wetland	running water	unmodified fast flowing streams													RedList_GB_post2001-NT									NI_Priority					
NBNORG0000044212	NBNSYS0100012522	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrodromidae	Hydrodroma	Hydrodroma despiciens	(O.F.Müller, 1776) 	Species			Y	Y		Y	Y																																				
NBNORG0000088415	NHMSYS0001718503	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroglyphus	Hydroglyphus geminus	(Fabricius, 1792)	Species	Bidessus geminus;Guignotus pusillus;Hydroglyphus pusillus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond >> aquatic: sparsely vegetated	W211	grazing marsh - salinity: 0, grazing marsh - status: 2	Arthropoda																								
NBNORG0000060560	NHMSYS0000527547	Animalia	Arthropoda	Insecta	Hemiptera	Hydrometridae	Hydrometra	Hydrometra gracilenta	Horváth, 1899	Species			Y	Y		Y	Y	8	NR; Section 41 Priority Species; VU	Nationally Rare; S41. Priority Species; VU	GB Rarity listing (1); IUCN Threat listing (1); Legal listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated	W314	grazing marsh - salinity: 0, grazing marsh - status: 4	Arthropoda										RedList_GB_post2001-VU			NR-includes		BAP-2007	England_NERC_S.41								
NBNORG0000060561	NHMSYS0000527548	Animalia	Arthropoda	Insecta	Hemiptera	Hydrometridae	Hydrometra	Hydrometra stagnorum	(Linnaeus, 1758)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda										RedList_GB_post2001-LC														
NBNORG0000013012	NBNSYS0000013000	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Hydromya	Hydromya dorsalis	(Fabricius, 1775)	Species	Musca dorsalis		Y	Y		Y	Y	1				parasitoid	saprophagous	wetland	marshland	base status >> acid, shallow freshwater pond >> aquatic: well vegetated, wetland vegetation			Lymnaeidae																								
NBNORG0000021103	NBNSYS0000030415	Animalia	Arthropoda	Insecta	Diptera	Scathophagidae	Hydromyza	Hydromyza livens	(Fabricius, 1794)	Species	Coelopa glabra;Hydromyza glabra;Musca livens		Y	Y		Y	Y	1				herbivore	predator	wetland	marshland; running water	flow >> slow flow	W125		Nymphaeaceae																								
NBNORG0000091903	NBNSYS0000025307	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Hydronomus	Hydronomus alismatis	(Marsham, 1802)	Species	Bagous (Hydronomus) alismatis;Bagous alismatis		Y	Y		Y	Y	4	Nb	[Scarce]	[GB Rarity listing] (1)	herbivore	herbivore	wetland	marshland	wetland vegetation																	Notable-B										
NBNORG0000010053	NBNSYS0000007737	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrophilus	Hydrophilus piceus	(Linnaeus, 1758)	Species	Hydrous piceus		Y	Y		Y	Y	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated	W314	grazing marsh - salinity: 0, grazing marsh - status: 4	Arthropoda										RedList_GB_post2001-NT														
NBNORG0000012695	NBNSYS0000012646	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus	Hydrophorus albiceps	Frey, 1915	Species	Hydrophorus binotatus;Hydrophorus borealis		Y	Y		Y	Y	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	wet/damp peat		acid mire: A	Arthropoda																								
NBNORG0000012696	NBNSYS0000012647	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus	Hydrophorus balticus	(Meigen, 1824)	Species	Medeterus balticus		Y	Y		Y	Y	4		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats; running water				Arthropoda																								
NBNORG0000012697	NBNSYS0000012648	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus	Hydrophorus bipunctatus	(Lehmann, 1822)	Species	Dolichopus bipunctatus		Y	Y		Y	Y	4		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland; running water				Arthropoda																								
NBNORG0000012698	NBNSYS0000012649	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus	Hydrophorus litoreus	Fallén, 1823	Species			Y	Y		Y	Y	4		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	drawdown zone: mud/shallow litter, shallow freshwater pond			Arthropoda																								
NBNORG0000012699	NBNSYS0000012650	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus	Hydrophorus nebulosus	Fallén, 1823	Species	Hydrophorus conspersus;Medeterus conspersus		Y	Y		Y	Y	4		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	base status >> acid, wet/damp peat		acid mire: C	Arthropoda																								
NBNORG0000012700	NBNSYS0000012651	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus	Hydrophorus oceanus	(Macquart, 1838)	Species	Hydrophorus bisetus;Hydrophorus inaequalipes;Medeterus oceanus		Y	Y		Y	Y	4		LC	IUCN Threat listing (1)	predator	predator	coastal	saltmarsh	saline silt, saltmarsh vegetation		Wadensee Saltmarsh fidelity index: hal-1	Arthropoda																								
NBNORG0000012702	NHMSYS0021763935	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus	Hydrophorus pilipes	Frey, 1915	Species	Hydrophorus rufibarbis		Y			Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	wet/damp peat			Arthropoda														NS-excludes										
NBNORG0000012701	NBNSYS0000012652	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus	Hydrophorus praecox	(Lehmann, 1822)	Species	Dolichopus praecox;Hydrophorus inaequalipes;Medeterus inaequalipes		Y	Y		Y	Y	4		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland; running water	shallow freshwater pond		Wadensee Saltmarsh fidelity index: hal-2	Arthropoda																								
NBNORG0000012703	NBNSYS0000012654	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus	Hydrophorus viridis	(Meigen, 1824)	Species	Medeterus viridis		Y	Y		Y	Y	8	NR	LC; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	seepages >> soft rock cliff seepage	W126		Arthropoda									RedList_GB_post94-NT															
NBNORG0000009978	NBNSYS0000007534	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus angustatus	Sturm, 1835	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda																								
NBNORG0000088423	NHMSYS0001718515	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus discretus	Fairmaire & Brisout de Barneville, C., 1859	Species	Hydroporus neuter		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	running water	springs & caves, unmodified fast flowing streams		grazing marsh - salinity: 0, grazing marsh - status: 1, seepage (acid-neutral): B, seepage (woodland): B	Arthropoda																								
NBNORG0000089556	NBNSYS0000149054	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus dorsalis	(Fabricius, 1787)	Species	Suphrodytes dorsalis		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland, tree-associated; wetland	acid & sedge peats, acid & sedge peats; shaded woodland floor; wet woodland	shallow freshwater pond >> aquatic: well vegetated, springs & caves, conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 2	Arthropoda, Arthropoda, Plantae																								
NBNORG0000009980	NBNSYS0000007537	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus elongatulus	Sturm, 1835	Species	Hydroporus elongatus		Y	Y		Y	Y	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated, springs & caves	W313		Arthropoda										RedList_GB_post2001-VU							Scottish_Biodiversity_List							
NBNORG0000009981	NBNSYS0000007538	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus erythrocephalus	(Linnaeus, 1758)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated, springs & caves		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda																								
NBNORG0000009982	NBNSYS0000007539	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus ferrugineus	Stephens, 1829	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	springs & caves		grazing marsh - salinity: 0, grazing marsh - status: 3, seepage (acid-neutral): A, seepage (calcareous): A	Arthropoda														NS-excludes										
NBNORG0000108318	NHMSYS0021366764	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus figuratus	(Gyllenhal in Sahlberg, C.R., 1826)	Species	Suphrodytes figuratus		Y			Y	Y																																				
NBNORG0000009983	NBNSYS0000007540	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus foveolatus	Heer, 1839	Species			Y	Y		Y	Y																																				
NBNORG0000088424	NHMSYS0001718517	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus glabriusculus	Aubé, 1838	Species			Y	Y		Y	Y	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated, sphagnum/moss lawn	W313		Arthropoda										RedList_GB_post2001-VU							Scottish_Biodiversity_List		NI_Priority					
NBNORG0000088425	NHMSYS0001718519	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus gyllenhalii	Schiødte, 1841	Species	Hydroporus gyllenhali;Hydroporus piceus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated		acid mire: B, grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda																								
NBNORG0000009984	NBNSYS0000007543	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus incognitus	Sharp, 1869	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	tree-associated; wetland	marshland; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, shallow freshwater pond >> aquatic: sparsely vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda, Fagales, Plantae																								
NBNORG0000009985	NBNSYS0000007544	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus longicornis	Sharp, 1871	Species	Hydroporus parallelus		Y	Y		Y	Y	1	NT	NT	IUCN Threat listing (1)	predator	predator	tree-associated; wetland	acid & sedge peats; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, flow >> slow flow, humidity >> wet, seepages, shadiness >> heavy shade, sphagnum/moss lawn		acid mire: B, seepage (acid-neutral): B, seepage (woodland): B	Arthropoda, Plantae										RedList_GB_post2001-NT									NI_Priority					
NBNORG0000088426	NHMSYS0001718521	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus longulus	Mulsant & Rey, 1861	Species	Hydroporus celatus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	running water	seepages, springs & caves		seepage (acid-neutral): B, seepage (calcareous): B	Arthropoda																	Scottish_Biodiversity_List							
NBNORG0000009986	NBNSYS0000007546	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus marginatus	(Duftschmid, 1805)	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water			seepage (calcareous): A	Arthropoda														NS-excludes										
NBNORG0000009987	NBNSYS0000007547	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus melanarius	Sturm, 1835	Species	Hydroporus monticola		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	base status >> acid, shallow freshwater pond >> aquatic: well vegetated		acid mire: C	Arthropoda																								
NBNORG0000009988	NBNSYS0000007548	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus memnonius	Nicolai, 1822	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	tree-associated; wetland	acid & sedge peats; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, shallow freshwater pond >> aquatic: sparsely vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda, Plantae																								
NBNORG0000088427	NHMSYS0001718524	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus morio	Aubé, 1838	Species	Hydroporus melanocephalus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	base status >> acid, shallow freshwater pond >> aquatic: well vegetated, sphagnum/moss lawn	W312	acid mire: B	Arthropoda																			NI_Priority					
NBNORG0000088428	NHMSYS0001718525	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus necopinatus	Fery, 1999	Species	Hydroporus cantabricus;Hydroporus necopinatus ssp. roni		Y	Y		Y	Y	16	EN; NR; Section 41 Priority Species	EN; Nationally Rare; S41. Priority Species	GB Rarity listing (1); IUCN Threat listing (1); Legal listing (1)	predator	predator	wetland	acid & sedge peats	base status >> acid, shallow freshwater pond >> aquatic: well vegetated, sphagnum/moss lawn		acid mire: A	Arthropoda								RedList_GB_Pre94-R		RedList_GB_post2001-EN					BAP-2007	England_NERC_S.41								
NBNORG0000009989	NBNSYS0000007550	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus neglectus	Schaum, 1845	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	tree-associated; wetland	acid & sedge peats; shaded woodland floor; wet woodland	base status >> acid, conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, shallow freshwater pond >> aquatic: sparsely vegetated, sphagnum/moss lawn			Arthropoda, Plantae														NS-excludes										
NBNORG0000088430	NHMSYS0001718528	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus nigrita	(Fabricius, 1792)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: sparsely vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda																								
NBNORG0000009990	NBNSYS0000007552	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	Hydroporus obscurus	Sturm, 1835	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	base status >> acid, shallow freshwater pond, sphagnum/moss lawn	W312	acid mire: B	Arthropoda																								
